Date,Product Name,Category,Sales Units,Sales Revenue,Stock Level,Price,Promotion,Economic Indicator,Weather,Competitor Price,Website Traffic,Holiday Season,Lead Time Days,Event Impact,Returns,Demand Forecast,Seasonality
7/30/2026,Cozy Winter Jacket,Clothing,145,"$4,350",240,$30,No,74,Sunny,$27.19,1184,Yes,6,None,4,156,Winter
7/31/2026,Cozy Winter Jacket,Clothing,145,"$4,350",68,$30,Yes,73,Cloudy,$32.76,804,No,7,New Year Event,4,158,Winter
8/1/2026,Cozy Winter Jacket,Clothing,148,"$4,440",183,$30,Yes,74,Snowy,$27.59,1036,Yes,1,New Year Event,3,166,Winter
8/2/2026,Cozy Winter Jacket,Clothing,157,"$4,710",295,$30,Yes,79,Snowy,$31.39,816,No,6,None,0,163,Winter
8/3/2026,Cozy Winter Jacket,Clothing,120,"$3,600",100,$30,No,73,Sunny,$33.85,891,No,2,New Year Event,0,136,Winter
8/4/2026,Cozy Winter Jacket,Clothing,137,"$4,110",205,$30,Yes,73,Rainy,$29.21,832,No,6,New Year Event,3,165,Winter
8/5/2026,Cozy Winter Jacket,Clothing,144,"$4,320",258,$30,Yes,80,Cloudy,$29.43,1166,No,6,New Year Event,0,170,Winter
8/6/2026,Cozy Winter Jacket,Clothing,113,"$3,390",65,$30,Yes,77,Sunny,$32.81,967,Yes,2,Holiday Sale,3,161,Winter
8/7/2026,Cozy Winter Jacket,Clothing,156,"$4,680",156,$30,No,75,Cloudy,$29.84,898,Yes,2,New Year Event,4,139,Winter
8/8/2026,Cozy Winter Jacket,Clothing,107,"$3,210",294,$30,Yes,77,Cloudy,$25.62,1273,No,1,New Year Event,1,138,Winter
8/9/2026,Cozy Winter Jacket,Clothing,100,"$3,000",38,$30,Yes,70,Snowy,$32.56,1227,No,1,Holiday Sale,0,172,Winter
8/10/2026,Cozy Winter Jacket,Clothing,130,"$3,900",86,$30,No,75,Cloudy,$34.55,880,No,4,None,3,156,Winter
8/11/2026,Cozy Winter Jacket,Clothing,131,"$3,930",44,$30,Yes,75,Cloudy,$27.91,986,Yes,3,Black Friday,1,165,Winter
8/12/2026,Cozy Winter Jacket,Clothing,144,"$4,320",178,$30,Yes,74,Snowy,$30.74,1298,No,5,Holiday Sale,5,162,Winter
8/13/2026,Cozy Winter Jacket,Clothing,149,"$4,470",206,$30,Yes,77,Snowy,$30.06,943,Yes,5,None,3,147,Winter
8/14/2026,Cozy Winter Jacket,Clothing,110,"$3,300",42,$30,No,79,Cloudy,$26.30,817,Yes,2,Black Friday,5,156,Winter
8/15/2026,Cozy Winter Jacket,Clothing,152,"$4,560",10,$30,Yes,78,Cloudy,$27.90,1026,No,5,None,3,131,Winter
8/16/2026,Cozy Winter Jacket,Clothing,105,"$3,150",143,$30,Yes,71,Sunny,$25.66,848,Yes,2,Black Friday,5,152,Winter
8/17/2026,Cozy Winter Jacket,Clothing,126,"$3,780",32,$30,No,74,Snowy,$29.56,887,Yes,6,Black Friday,1,163,Winter
8/18/2026,Cozy Winter Jacket,Clothing,133,"$3,990",33,$30,Yes,71,Sunny,$27.60,966,Yes,1,Black Friday,5,137,Winter
8/19/2026,Cozy Winter Jacket,Clothing,108,"$3,240",260,$30,No,76,Snowy,$32.09,1172,No,6,None,0,141,Winter
8/20/2026,Cozy Winter Jacket,Clothing,158,"$4,740",16,$30,Yes,71,Snowy,$29.93,1141,No,3,None,5,144,Winter
8/21/2026,Cozy Winter Jacket,Clothing,157,"$4,710",69,$30,Yes,77,Rainy,$26.51,1212,Yes,7,New Year Event,1,169,Winter
8/22/2026,Cozy Winter Jacket,Clothing,145,"$4,350",263,$30,No,75,Sunny,$28.11,1109,Yes,1,Black Friday,5,133,Winter
8/23/2026,Cozy Winter Jacket,Clothing,109,"$3,270",288,$30,No,73,Rainy,$29.88,854,No,3,New Year Event,3,148,Winter
8/24/2026,Cozy Winter Jacket,Clothing,100,"$3,000",226,$30,Yes,71,Snowy,$31.66,946,Yes,2,Black Friday,2,171,Winter
8/25/2026,Cozy Winter Jacket,Clothing,129,"$3,870",198,$30,No,72,Sunny,$25.22,984,Yes,6,New Year Event,2,172,Winter
8/26/2026,Cozy Winter Jacket,Clothing,102,"$3,060",209,$30,Yes,78,Snowy,$25.75,993,Yes,1,Black Friday,2,159,Winter
8/27/2026,Cozy Winter Jacket,Clothing,110,"$3,300",164,$30,Yes,73,Rainy,$29.24,1285,Yes,7,None,3,150,Winter
8/28/2026,Cozy Winter Jacket,Clothing,148,"$4,440",127,$30,No,75,Cloudy,$33.81,986,No,4,Black Friday,5,150,Winter
8/29/2026,Cozy Winter Jacket,Clothing,138,"$4,140",266,$30,Yes,78,Snowy,$30.43,873,Yes,3,Holiday Sale,5,129,Winter
8/30/2026,Cozy Winter Jacket,Clothing,101,"$3,030",272,$30,No,77,Snowy,$34.13,1005,Yes,1,Black Friday,5,142,Winter
8/31/2026,Cozy Winter Jacket,Clothing,138,"$4,140",138,$30,Yes,80,Snowy,$34.06,1256,No,2,New Year Event,4,167,Winter
9/1/2026,Cozy Winter Jacket,Clothing,141,"$4,230",82,$30,Yes,78,Sunny,$25.08,1250,No,3,New Year Event,3,173,Winter
9/2/2026,Cozy Winter Jacket,Clothing,159,"$4,770",290,$30,Yes,71,Snowy,$27.13,1084,No,1,Holiday Sale,3,141,Winter
9/3/2026,Cozy Winter Jacket,Clothing,121,"$3,630",155,$30,Yes,76,Sunny,$28.23,1010,Yes,2,New Year Event,1,161,Winter
9/4/2026,Cozy Winter Jacket,Clothing,130,"$3,900",270,$30,Yes,76,Cloudy,$25.68,848,Yes,6,New Year Event,4,136,Winter
9/5/2026,Cozy Winter Jacket,Clothing,132,"$3,960",71,$30,No,77,Rainy,$27.27,1179,Yes,4,None,0,148,Winter
9/6/2026,Cozy Winter Jacket,Clothing,159,"$4,770",276,$30,No,72,Cloudy,$32.26,1112,Yes,1,New Year Event,3,134,Winter
9/7/2026,Cozy Winter Jacket,Clothing,100,"$3,000",267,$30,Yes,76,Cloudy,$25.13,1102,No,4,Black Friday,1,148,Winter
9/8/2026,Cozy Winter Jacket,Clothing,143,"$4,290",46,$30,No,79,Sunny,$26.65,986,Yes,7,Black Friday,3,173,Winter
9/9/2026,Cozy Winter Jacket,Clothing,123,"$3,690",166,$30,Yes,72,Rainy,$32.67,929,No,2,Holiday Sale,3,135,Winter
9/10/2026,Cozy Winter Jacket,Clothing,106,"$3,180",70,$30,Yes,71,Sunny,$26.97,1011,No,1,Black Friday,2,160,Winter
9/11/2026,Cozy Winter Jacket,Clothing,109,"$3,270",123,$30,No,78,Snowy,$25.16,1090,Yes,3,None,4,151,Winter
9/12/2026,Cozy Winter Jacket,Clothing,106,"$3,180",15,$30,No,71,Snowy,$26.63,1204,Yes,7,Black Friday,3,140,Winter
9/13/2026,Cozy Winter Jacket,Clothing,114,"$3,420",122,$30,No,72,Rainy,$28.80,1119,Yes,1,New Year Event,3,163,Winter
9/14/2026,Cozy Winter Jacket,Clothing,155,"$4,650",90,$30,Yes,74,Cloudy,$31.73,979,Yes,2,None,3,166,Winter
9/15/2026,Cozy Winter Jacket,Clothing,114,"$3,420",94,$30,Yes,74,Rainy,$27.20,943,Yes,5,Black Friday,5,153,Winter
9/16/2026,Cozy Winter Jacket,Clothing,105,"$3,150",220,$30,No,80,Rainy,$32.82,1126,Yes,7,Holiday Sale,4,168,Winter
9/17/2026,Cozy Winter Jacket,Clothing,121,"$3,630",53,$30,No,76,Sunny,$34.66,814,Yes,7,None,5,156,Winter
9/18/2026,Cozy Winter Jacket,Clothing,110,"$3,300",219,$30,No,78,Cloudy,$26.17,1252,No,3,Black Friday,4,151,Winter
9/19/2026,Cozy Winter Jacket,Clothing,128,"$3,840",66,$30,No,72,Cloudy,$30.33,890,Yes,2,None,0,149,Winter
9/20/2026,Cozy Winter Jacket,Clothing,114,"$3,420",180,$30,Yes,73,Cloudy,$28.69,1089,No,1,Black Friday,4,169,Winter
9/21/2026,Cozy Winter Jacket,Clothing,128,"$3,840",109,$30,No,74,Sunny,$27.18,976,No,6,Holiday Sale,1,155,Winter
9/22/2026,Cozy Winter Jacket,Clothing,141,"$4,230",224,$30,No,70,Sunny,$33.59,922,No,1,None,4,162,Winter
9/23/2026,Cozy Winter Jacket,Clothing,106,"$3,180",190,$30,No,72,Cloudy,$28.53,1300,No,3,Holiday Sale,1,173,Winter
9/24/2026,Cozy Winter Jacket,Clothing,117,"$3,510",299,$30,No,78,Rainy,$28.56,941,No,5,Black Friday,0,169,Winter
9/25/2026,Cozy Winter Jacket,Clothing,119,"$3,570",153,$30,No,71,Rainy,$30.74,902,Yes,6,None,1,169,Winter
9/26/2026,Cozy Winter Jacket,Clothing,140,"$4,200",187,$30,No,70,Cloudy,$28.77,855,No,1,None,2,164,Winter
